,freq_0.1000,freq_0.1072,freq_0.1150,freq_0.1233,freq_0.1322,freq_0.1417,freq_0.1520,freq_0.1630,freq_0.1748,freq_0.1874,freq_0.2009,freq_0.2154,freq_0.2310,freq_0.2477,freq_0.2656,freq_0.2848,freq_0.3054,freq_0.3275,freq_0.3511,freq_0.3765,freq_0.4037,freq_0.4329,freq_0.4642,freq_0.4977,freq_0.5337,freq_0.5722,freq_0.6136,freq_0.6579,freq_0.7055,freq_0.7565,freq_0.8111,freq_0.8697,freq_0.9326,freq_1.0000,freq_1.0723,freq_1.1498,freq_1.2328,freq_1.3219,freq_1.4175,freq_1.5199,freq_1.6298,freq_1.7475,freq_1.8738,freq_2.0092,freq_2.1544,freq_2.3101,freq_2.4771,freq_2.6561,freq_2.8480,freq_3.0539,freq_3.2745,freq_3.5112,freq_3.7649,freq_4.0370,freq_4.3288,freq_4.6416,freq_4.9770,freq_5.3367,freq_5.7224,freq_6.1359,freq_6.5793,freq_7.0548,freq_7.5646,freq_8.1113,freq_8.6975,freq_9.3260,freq_10.0000,freq_10.7227,freq_11.4976,freq_12.3285,freq_13.2194,freq_14.1747,freq_15.1991,freq_16.2975,freq_17.4753,freq_18.7382,freq_20.0923,freq_21.5443,freq_23.1013,freq_24.7708,freq_26.5609,freq_28.4804,freq_30.5386,freq_32.7455,freq_35.1119,freq_37.6494,freq_40.3702,freq_43.2876,freq_46.4159,freq_49.7702,freq_53.3670,freq_57.2237,freq_61.3591,freq_65.7933,freq_70.5480,freq_75.6463,freq_81.1131,freq_86.9749,freq_93.2603,freq_100.0000
stat_1,0.08986960545744714,0.0851376802928894,0.08128101320200447,0.0804469944628137,0.07702287851644565,0.07672177325211706,0.07631688925403157,0.07569810849943903,0.07456518652629682,0.07226105351065387,0.07220293351430265,0.07262508569753079,0.07247321550352626,0.07354252493476615,0.07472469430019858,0.07593312097255765,0.07832978002415537,0.07869832817729629,0.07936432537661313,0.07986274949488684,0.07999482231409873,0.07991903711259098,0.0811464788380518,0.08044175168304249,0.07827958485681796,0.07783670437582017,0.0791044250988241,0.07930685694017103,0.07891477830822018,0.08005754614964541,0.07885724082821749,0.0783543977687051,0.07922899647753733,0.07997869330355495,0.08030193869632551,0.08070957712081253,0.0819889507761271,0.0819843486269415,0.08267334993749864,0.08332415506700001,0.08385026250158585,0.08381420281281354,0.08482568956587784,0.08612518824347719,0.08648940726440985,0.08660836755570996,0.08669035058434016,0.08685327050489805,0.08676570440561153,0.08606539501082197,0.0857888859006292,0.08596841480105871,0.08648877344521472,0.08621747913834743,0.0862429601458969,0.0857767984054459,0.08558015783029474,0.08562301005574684,0.08449609364954953,0.0834981071829167,0.08325352689836986,0.08275372759296888,0.08164527776271553,0.08195013209839473,0.08196053823826079,0.08222719829346481,0.08260973695553694,0.08288031558332885,0.08301917975910855,0.08294761978466178,0.08245774464887458,0.08247773660123868,0.08332893838921222,0.0842733000436206,0.08534431396382328,0.08601965856112058,0.08636487800477378,0.08861785583272278,0.09503597820860754,0.10846196182985283,0.11888075787283656,0.10960536140334234,0.10694891531550453,0.10650451653783229,0.10811599298031681,0.10946942023537667,0.1107883141931153,0.11279995284806821,0.11673464484104977,0.12343951083915768,0.12587246768860677,0.12437027530117288,0.12528734195259808,0.12974180214568184,0.1379985886394569,0.1493492162853387,0.15915960441579144,0.1636119292221921,0.15938043503476082,0.15605175239992783
stat_2,0.12093137975399068,0.11447367527048598,0.1092886022439871,0.10835937929195034,0.10370936021349657,0.10337293724009639,0.10278771984363794,0.10185625332023253,0.10023740417182296,0.09710134901428055,0.0971183312845048,0.09779926734905289,0.09767393288050273,0.09913704459232581,0.10082158607458815,0.10262406759538521,0.1060748810223485,0.1067114512950039,0.10770475738679967,0.10838612561706606,0.10857705758254299,0.10849038628236896,0.11030522624226882,0.10950860685495488,0.10658880162267648,0.10597107202989464,0.10763964919255099,0.10779951693836932,0.10724669043739371,0.10884848473001803,0.10711585945649602,0.10634932349342721,0.10746656174820528,0.10840711575851313,0.10895853496102674,0.10967814892370834,0.11138445905802391,0.11116033616836188,0.11196359049055594,0.11289635107041142,0.11362946922458646,0.11335585674079193,0.11458640378117399,0.11628704461555894,0.11675930262303418,0.11679734629104299,0.11682671743988282,0.11718027580315879,0.11710848182945315,0.11614173818122868,0.11569177652858462,0.11589173035485001,0.11665578764437287,0.11652482292204691,0.11668474384928242,0.11609629950957093,0.11583341627929324,0.11587124934478318,0.11425673588591813,0.11287428913179902,0.1125711409149283,0.1119558809218928,0.11040310609073711,0.11079372054330419,0.11092069531792141,0.11132989334251779,0.1117709431837487,0.1121730034092638,0.11242311023382534,0.1123022525366342,0.11159022214832552,0.11164045209596514,0.11286124897097892,0.11426136998958172,0.11574712207418769,0.11673038902836387,0.11730600033479731,0.12047585950383101,0.12952699781775634,0.14845390169785316,0.16307508505799911,0.1500962033062986,0.14633041322515186,0.14563663192297815,0.14775201045036793,0.14958113576713097,0.1514218880254109,0.15405428282331102,0.15931617117946606,0.16840259550466605,0.1715471167557243,0.16963542394679526,0.1711428106365787,0.1775717899176877,0.18907040525620697,0.2046678851859904,0.21830039887724745,0.2248544346831917,0.21956362402397275,0.21519988879237617
stat_3,0.06570003922021413,0.06234945395579199,0.05953304113817549,0.058694956956555897,0.05625085485602682,0.055929821572887485,0.05561093624569528,0.055185701684594614,0.054430292487937085,0.052803442145556566,0.052626989566199996,0.052750336799096915,0.0525373535301377,0.05326815646082665,0.054080556591545294,0.05483791130023916,0.05637405844434515,0.056525195747804846,0.05691288510347934,0.05726392336935466,0.05736480536623361,0.05733580519234305,0.05809896328941897,0.05747000768829252,0.05593154790373577,0.05562095320348835,0.056553703474881804,0.05680193676940269,0.05654314605072862,0.057275061382472604,0.05648482677953888,0.05613897379930054,0.05677765873878235,0.057366739822420326,0.05745114257298706,0.05756041337952016,0.05843978857522535,0.058629331805990864,0.05924462550044884,0.059675258199304096,0.06000403578190682,0.06012315089184507,0.060885708499834275,0.061809050617562804,0.06201516199748382,0.06212911097138957,0.062283256513938116,0.062439604662214314,0.062456707957348714,0.06202076724961069,0.061862969879208855,0.06194998255322905,0.06219012894717917,0.061896994779316115,0.06185703743858705,0.061526708058575436,0.06137766260966229,0.06145859482776662,0.06082992614223098,0.06024246387955979,0.06008467109384125,0.05972487427073866,0.05904128074415406,0.05929377352426605,0.05922866821081729,0.059416335109208455,0.05980546561002525,0.059989408428876644,0.06004994940266951,0.06004573788439743,0.05976870710436532,0.05977503698124763,0.060324110086411455,0.06089095425497082,0.06163555374969879,0.06205005417698455,0.06219062819896499,0.06370429736015529,0.06798819528280108,0.07694765601065795,0.08398301964771528,0.07761920425914569,0.07581849336029788,0.0755445435530595,0.0767258721421993,0.07768335473049354,0.07856403023817003,0.07993841572447483,0.08266086481313284,0.08729308799238693,0.08905043129957017,0.08785011482825666,0.08820210010772464,0.09089858933633468,0.0963924097440732,0.10420230817924844,0.11092257719934685,0.11386379713541478,0.11082898990470251,0.10853431635914819
stat_4,0.05631872337270746,0.053521101552568895,0.051111942798121174,0.0502385363513367,0.04818640651108678,0.04783663980101143,0.04752571529188667,0.04715176757568885,0.04654025740798535,0.04518825066038326,0.04494312476597367,0.0449141987815264,0.04466374040618535,0.045251402729510615,0.04592958586342379,0.046518407245067596,0.047707224995258486,0.04777144785069983,0.048042675391005256,0.04833462119909437,0.0484287349985113,0.04843210430949602,0.049012189789417175,0.04841370003999517,0.04713012171060659,0.046869595917231846,0.0476639170331109,0.04793501344104442,0.04773111144612711,0.04828341932004316,0.04765108750213726,0.0473487383306348,0.04787881950710673,0.04840077078214459,0.04837192949655245,0.048347245754421175,0.049048865266456805,0.049320259945166214,0.04991064615091933,0.05025575384853137,0.05049605105365797,0.05066360582419965,0.051302309603338474,0.0520582239537356,0.05218000918853926,0.05226969935228073,0.05245936653493545,0.052658560955070675,0.05275440797550177,0.052439844681563236,0.0523214872497577,0.052346738370325996,0.05245042011799555,0.05218021149754619,0.05212902710717048,0.05186536989025946,0.051733603831214586,0.0518404258846074,0.051445235560207477,0.05105716980329129,0.05094887717903707,0.050663353259322766,0.050175691504431574,0.05041353339632854,0.050326421003304485,0.05049714935401478,0.05091085888343396,0.05106837448624721,0.051102527386589755,0.05113743129133454,0.05096127166802952,0.05096708503032128,0.05139237439807178,0.05180236393811082,0.052418679936767874,0.05272229578720066,0.052771874019276875,0.05398694960911899,0.05740415230244574,0.06454776263480248,0.07021946235548197,0.06500412703685883,0.06353570761135745,0.06332090269745742,0.0643226041224741,0.0651172727477387,0.06581587947434786,0.06689144269658782,0.06908474198791505,0.07284187232509977,0.07429965429356068,0.07321260326357451,0.07331444133165961,0.07526523991470598,0.07961767148567957,0.08598256926223938,0.09146357178801502,0.09384175672350929,0.0913649449729279,0.0895315534466091
stat_5,0.056464330596880136,0.053653491632973345,0.0512392102708798,0.05037689976373009,0.048316979851114154,0.047970211414424244,0.047652285685260254,0.04726630345546032,0.04664354482088738,0.04528498868231592,0.04504836449239396,0.04503174957998279,0.044789618903411106,0.04538205853079673,0.04607008327175981,0.04667644988801381,0.04788955845636404,0.047966391288498056,0.04824732657327349,0.04854104837051177,0.048635917291079016,0.04863924951732266,0.04923425658293941,0.048646031923205865,0.04735731979160173,0.04709455917749185,0.04788872933445703,0.048151233224594324,0.047944563679191615,0.048505091790602556,0.0478619164201503,0.047553468541338746,0.048082060229123834,0.0485999982782051,0.04858443448234997,0.048577221191835954,0.0492838136662484,0.049536152156253385,0.05011604466333835,0.05046681520204281,0.050712307986707963,0.05086277450927266,0.05149722152347515,0.052255627306216426,0.052382863607805724,0.05246825483529462,0.05264749785341353,0.05284623742353423,0.052937051531843124,0.05261550197807442,0.0524906876065254,0.052517846587182136,0.05263540814900509,0.05237895487381376,0.05233591971603013,0.052072259870751,0.051940662964346,0.05204361336208862,0.05163175704871168,0.051234350973091085,0.05112687353846401,0.0508446726500563,0.05034946704738859,0.05058612334913298,0.050508974958240103,0.05068484750104332,0.051094212742217954,0.05125595273496815,0.05129595805324914,0.051329963915415715,0.05115079262853019,0.051159221114987885,0.05159124486434933,0.05201203066298979,0.0526335303255348,0.05294320667839108,0.05300103240109321,0.0542297201331826,0.057687038030492556,0.06491396245145588,0.07064476062760178,0.06538107333995045,0.0638960191310167,0.06367501407266245,0.06467734140727284,0.06547580694162776,0.06618232048047967,0.06726350891621143,0.06947118842039657,0.07325750853919916,0.0747189435683155,0.07363873976521092,0.07376813818503201,0.07576908128054134,0.08017444761875515,0.08659341518839683,0.09212185268585216,0.09452618019844095,0.09203513907962085,0.09018664127858016
stat_6,0.054630005442708296,0.05193140660619771,0.0495962895685829,0.048718020513591295,0.04673668122813337,0.04638111153591098,0.04606703464487321,0.04569617731280352,0.045106872170337514,0.04380434577805186,0.04354804705674463,0.04349281958152394,0.043237535755001305,0.04379951599649424,0.04445716267612645,0.04502171363886098,0.046153920134998624,0.04620635288490465,0.046458770751901524,0.046740243514919975,0.04683378699422339,0.046844258913342235,0.04739541672302405,0.04680616415275413,0.045569020291507015,0.04531689386324805,0.046084878282505286,0.04635765823230901,0.046163210632411106,0.046683504679978775,0.04607655680657751,0.045778769876344064,0.046286881964994954,0.04679460645449622,0.04674785066177301,0.04670293789244532,0.04737161132120677,0.04765216074881387,0.048234544143172284,0.048565786660799665,0.04879060082994425,0.04896021910706712,0.04957239072398555,0.050296545001309194,0.05040294239181865,0.05048496041303368,0.05067800992243292,0.050888321220673036,0.05099977364119727,0.050706580602020795,0.050592669186782624,0.05060524138750557,0.050686632602078965,0.05042798324407805,0.050378691981270624,0.05012845091649367,0.04999985912965394,0.05011094312876229,0.04975609833255462,0.04940467845155717,0.04930708759723398,0.04903811094653342,0.048586449124182855,0.04882156973182446,0.04873462439877021,0.04890517612358015,0.04932358158935691,0.049478319934257164,0.049510047581036075,0.049552915525258055,0.04939582863057812,0.04940289561041567,0.04980716253802683,0.05019115527979907,0.050785423118384534,0.05106987828368668,0.05110459688994708,0.0522682053745259,0.05553568059312323,0.062364344814812886,0.06779880435933613,0.0627816687083893,0.061369311465483446,0.061162887315752784,0.062130645487281345,0.06289575314150121,0.0635623001249724,0.06458035812142375,0.06667593550316105,0.07027528151247027,0.0716761274875733,0.07061164017638974,0.07067297528355197,0.07249535619913047,0.07664675843338169,0.08275553842924947,0.0880185992378885,0.09030169990251903,0.08793029306768319,0.08618233344503236
stat_7,0.0649594624878756,0.0616536151774247,0.058869056350964996,0.058025679480466184,0.055612923359837224,0.055289016722780256,0.05497241084351488,0.054553794863951406,0.05381176900534632,0.052207162590366424,0.052023524523119084,0.0521323886532896,0.05191455592615165,0.05263338509389176,0.05343338960276971,0.05417373771172599,0.0556774013186051,0.05581851003248629,0.056194680332939846,0.05654080618930815,0.0566409943188236,0.056614478257503854,0.05735954907592115,0.05672954530036696,0.05521151960602476,0.05490531908660279,0.05582792017971066,0.056080592866607284,0.055826723367648934,0.05654272534698976,0.05576748949030146,0.05542658631566277,0.05605756096359027,0.05664280414988418,0.056714736931457996,0.056808487169886825,0.05767298663636022,0.05787462364062378,0.058491198492839035,0.058913852756380024,0.05923444348094766,0.05936193024249732,0.060116153067925185,0.0610261200175829,0.0612242215293027,0.06133725567300658,0.06149686326346595,0.06165705352529493,0.06168172459704927,0.06125681147426584,0.061103506764989365,0.06118515898835191,0.061411319761299786,0.06111661409221819,0.06107372125327836,0.060748476312397284,0.060600656664848526,0.06068469191749177,0.0600782555474822,0.05950840293590937,0.05935418158522062,0.05899914367611852,0.058332289335133625,0.05858401060311824,0.058514615925041785,0.058699628484135125,0.05909178329730698,0.059272592510517766,0.059329536876040215,0.05932846864447832,0.05905974655956929,0.05906528879981398,0.0596032644514597,0.060155367616611964,0.060888935106143974,0.061293440717988555,0.061424808941207006,0.06291224278938001,0.0671194478916823,0.07591664427150491,0.08283016708941776,0.07656810851438368,0.07479775449431474,0.07453039295473744,0.075698486133637,0.07664273646856143,0.07750716068259375,0.07885729338476519,0.08153545597861207,0.08609255344527052,0.0878265810726528,0.08663121676255173,0.08695228827773745,0.08956925498366922,0.09495307174053107,0.10263294411616634,0.10924124721990944,0.11212899471384623,0.10914204135838271,0.10688964809246738
stat_8,0.10712016584247161,0.10142985439450095,0.09683389287679935,0.09594629888023244,0.09183992740749476,0.09152239845640905,0.0910293322330025,0.09025185224390914,0.08885588051910705,0.08608766604339718,0.08607356525362991,0.08664641613932815,0.08651025475307007,0.08780160977739535,0.08925379192465933,0.09077972752888512,0.09375545286386688,0.09426686855297663,0.09511377166392007,0.09571406345034195,0.09587557813695025,0.09578622465970862,0.09733300397487638,0.09656981728384417,0.09398156251236404,0.09344339468870946,0.09493933158366567,0.09512090333113979,0.09463935695705401,0.09604358604535992,0.09455414313018652,0.09391779037151025,0.09493800835255736,0.0957988745431459,0.09625413825153514,0.09683821161667652,0.09836736563840515,0.0982448084796297,0.09899976253959493,0.09980463131934578,0.10045076607791917,0.10029763158912847,0.1014493549851082,0.10298394201421056,0.10342088561609332,0.10351094712949258,0.10356218930725096,0.10380269989593421,0.10370342978423906,0.10284763090627193,0.10248142341508748,0.10268605832088004,0.10335245817905807,0.10313428407857209,0.1032222234859586,0.10267967342398578,0.10244685760662772,0.10248215739452113,0.10107013819376888,0.09984298850054511,0.09955773253110442,0.09898225416224854,0.09761764095495083,0.0979689316951408,0.09803448176131242,0.0983716581050413,0.0987821489931188,0.09912050821113297,0.09931562757873715,0.0992129670772422,0.09859577064388429,0.09862915593296472,0.09968340101194897,0.10087693582387032,0.10217613999890421,0.10302192960859786,0.10349334403034399,0.10625234828532139,0.11412665736853539,0.13060620321990127,0.14336055735239478,0.1320412506687167,0.12877749136447142,0.12820267466447222,0.1301024592669624,0.13172433525907645,0.13333706293603986,0.13572666592069263,0.14043430285062716,0.14850215981427836,0.15135645541796228,0.14963118980256876,0.15089959979692838,0.1565078100450316,0.1666276688175594,0.180388752512119,0.19234620270032818,0.19793728874650326,0.1930279120517948,0.18906412680463194
stat_9,0.1265182137774697,0.11977826384713725,0.11435971611842528,0.11335720395195424,0.10850515982524575,0.10812931574480582,0.10747457119580998,0.10645352561554126,0.10474451682306894,0.101476612455131,0.10147368018507125,0.10215146027674249,0.10201329111797738,0.10353226890075784,0.105318608505556,0.10723626783553555,0.11086090616694579,0.11154390495273242,0.11258726247847377,0.1132992381589275,0.11350686542238414,0.11343478373216319,0.1153532915561891,0.11454414221031818,0.11150369256468262,0.11085304258705013,0.11258283509983455,0.11273908377541843,0.11216091069420946,0.11382258170948363,0.11199183119319595,0.11115761111811084,0.1122984693636405,0.11326640797436643,0.113839873444689,0.11460270990051008,0.11636373130936171,0.11609887006355878,0.11692200731066867,0.11790607958017145,0.11866525115023172,0.11833192016806278,0.11957197245525684,0.12132256716355164,0.12179393316596228,0.12179527157304741,0.12181805055167597,0.1222487694351109,0.12221748776331418,0.12122226435058539,0.12073309589894722,0.12090952756745015,0.12169207922130737,0.12162181544106604,0.12182246980044104,0.12122699009547389,0.12095128361181343,0.12099874112247865,0.11933841554488117,0.11793352538901636,0.1176393950860744,0.11702867353413147,0.11543658978399172,0.11585023676429486,0.11600765018964562,0.11646087190857617,0.1169434880561335,0.11737908207260626,0.11765436447471392,0.11754348279817667,0.1168188410808411,0.1168813044034248,0.11815800368046668,0.11962371655128062,0.1211813249213742,0.12220566916470273,0.12280598766422478,0.1261242045637682,0.13559877911259954,0.1554268998220351,0.17076161634402903,0.15712914778362475,0.1531612772686981,0.15241350714671745,0.15460372874448836,0.15650828114287532,0.1584322262847095,0.16112582962393082,0.1665722195606537,0.1760276603737448,0.17926400271380188,0.1772888547761172,0.1789084435988804,0.18570635012833894,0.19779434773401433,0.21413538976897614,0.22845340403552644,0.23542266435912923,0.22999923835085423,0.22547316191198521
stat_10,0.07786377665185236,0.07381256105052728,0.0704716087440432,0.06964656708448487,0.06670555909457168,0.06640124722074468,0.06604680631319097,0.06553115161746507,0.06458600656261695,0.06261432038383648,0.06250523119930637,0.06279142838191781,0.06261421779301868,0.06351941795756035,0.06451518043334503,0.06549793303164346,0.06747201718676231,0.06773350552756859,0.0682640985808563,0.06868994514401863,0.06880469656384336,0.06874732252531923,0.06974488748757474,0.06907704364242649,0.06722032418326031,0.06684363942130483,0.06794796344237371,0.06817169438066274,0.067844801341017,0.0687901951645196,0.06779420496933619,0.06737539610944807,0.06813869368399428,0.06881023301122498,0.06902200257651833,0.06928763646940558,0.07037630270711381,0.07046596705372633,0.07111690506484308,0.07165838920682951,0.0720907035632902,0.07213560818502254,0.07303284934751608,0.07415305619640948,0.07444717734947681,0.0745715228125249,0.07468604528545322,0.07482940537208659,0.07478018725116818,0.07420444322272374,0.07398890974783463,0.0741315498119974,0.07452314320282988,0.07423050023858582,0.07421869753090884,0.073815133944979,0.07364257685266659,0.07370035955349685,0.07280674485958048,0.07199891622976486,0.07179219647050473,0.07135542173568515,0.07044771190742398,0.07072467398236008,0.0706953718136524,0.07091839764108669,0.0712971067441325,0.0715223898630953,0.07162109255906343,0.07157887501973524,0.07118897867375151,0.0712006880776675,0.07190384783040946,0.07266386351307587,0.07357321647798011,0.07412197466165617,0.07436905471540692,0.07625831119464642,0.08162773769640426,0.09285882209218334,0.1016106541457691,0.09377806234048933,0.09154770525918994,0.09119094915761296,0.09259354511503455,0.09375347656434546,0.09485850759743063,0.09657196445517599,0.09992540316148363,0.10562564507750624,0.10773710017596207,0.10638565461930784,0.10703126324702929,0.11063127843357545,0.11753625161132211,0.1271505382068093,0.13543611875231243,0.13912340680785396,0.13544854415544985,0.13261128415230325
